,POPESTIMATE,Amount Overpaid,Total Unemployment Paid,Improper_Payment_Rate,Fraud Rate,Unemploy_Year,State,Code,FFTOT_CAPI,OTHCP_FF,TOTAL_CAPI,GFTOT_CAPI,OFTOT_CAPI,FFTOT_CAP,TOTAL REV,party
4,39461588,418195851.0,5206248809.0,0.08206,,2018,California,CA,95336.929,18.0,261216.963,119290.555,44249.479,2217.0,119982.0,Democrat
5,5691287,46101728.0,422071195.0,0.11121,,2018,Colorado,CO,9367.1,0.0,36810.8,10512.3,16931.4,0.0,10815.0,Democrat
6,3571520,122199828.0,645397416.0,0.19058,,2018,Connecticut,CT,6253.29068941,0.0,32374.820046299996,17762.93896887,5404.59038802,491.0,17703.0,Democrat
7,965479,5840392.0,69900350.0,0.08765,,2018,Delaware,DE,2171.0,0.0,10675.0,4106.0,4000.0,217.0,4013.0,Democrat
8,21244317,52524030.0,373498670.0,0.14309,,2018,Florida,FL,26317.0,0.0,76380.0,30267.0,18129.0,2598.0,29594.0,Republican
9,10511131,12314707.0,323931365.0,0.03818,,2018,Georgia,GA,14266.021784199998,0.0,49509.20612559,22454.50394631,11836.28039508,1143.80041083,23268.0,Republican
10,1420593,5054653.0,172391412.0,0.03275,,2018,Hawaii,HI,2571.0,19.0,14666.0,7486.0,3927.0,140.0,7352.0,
11,1750536,11726015.0,92911123.0,0.12954,,2018,Idaho,ID,2682.0,3.0,7496.3,3255.3,1559.0,166.0,3448.0000000000005,Republican
12,12723071,175203759.0,1735596056.0,0.10972,,2018,Illinois,IL,14832.555242930002,0.0,68001.59982711001,29423.860914200002,22386.53366998001,88.93,30333.0,Republican
13,6695497,28637042.0,250295002.0,0.11719,,2018,Indiana,IN,12421.0,0.0,31928.0,15971.0,3536.0,0.0,15275.0,Republican
14,3148618,36270519.0,386688889.0,0.09737,,2018,Iowa,IA,6389.0,30.0,22687.0,7258.0,9034.0,500.0,7240.0,Republican
15,2911359,32218845.0,177483921.0,0.1838,,2018,Kansas,KS,3748.9,15.0,15561.6,6371.3,5048.4,492.0,6339.0,Republican
16,4461153,59447336.0,284007745.0,0.20973,,2018,Kentucky,KY,12257.756163,0.0,33562.789418,11074.916100000002,10230.117155,0.0,10478.0,Republican
17,4659690,16900623.0,160087848.0,0.10891,,2018,Louisiana,LA,11158.961894,3.0,28421.661831999998,9118.192417,7840.5075209999995,596.0,9427.27412879,
18,1339057,7843830.0,83928069.0,0.09703,,2018,Maine,ME,2601.0,21.0,8246.6,3346.0,2186.0,169.0,3454.9000000000005,Republican
19,6035802,94760517.0,503763294.0,0.18937,,2018,Maryland,MD,12018.0,4.0,43322.0,17153.0,13015.0,858.0,16698.0,
20,6882635,332978731.0,1428117690.0,0.24046,,2018,Massachusetts,MA,13903.0,0.0,55328.0,26436.0,12285.0,608.1,30309.35,
21,9984072,310194092.0,689976771.0,0.45265,,2018,Michigan,MI,20289.907823,5.0,54380.907823,9882.0,24137.0,1194.0,10174.0,Republican
22,5606249,53173632.0,780709081.0,0.07145,,2018,Minnesota,MN,10406.032,0.0,37467.596,21102.778,5317.628999999997,0.0,21051.646,Democrat
23,2981020,6478402.0,75151474.0,0.08757,,2018,Mississippi,MS,7819.200000000001,5.1,20374.68,5645.3,5786.0,326.6000000000001,5653.93,Republican
24,6121623,14204399.0,255548610.0,0.05618,,2018,Missouri,MO,8186.0,9.0,25550.0,9153.0,8047.0,9.0,9016.0,Republican
25,6121623,14204399.0,255548610.0,0.05618,,2018,Missouri,MO,8186.0,9.0,25550.0,9153.0,8047.0,9.0,9016.0,Democrat
26,1060665,8381801.0,106472762.0,0.08387,,2018,Montana,MT,2810.0,0.0,6957.0,2333.0,1814.0,0.0,2141.4794659799995,
27,1925614,10504885.0,73428168.0,0.14795,,2018,Nebraska,NE,3030.0,34.0,11867.0,4329.0,4508.0,357.0,4266.0,
28,3027341,27884517.0,285604368.0,0.09882,,2018,Nevada,NV,4393.0,9.84,13914.047,3990.0,5308.0,303.84,3881.0,Republican
29,1353465,4821143.0,44766509.0,0.11106,,2018,New Hampshire,NH,2221.0,24.0,5934.0,1512.0,2097.0,36.0,1529.0,Republican
30,1353465,4821143.0,44766509.0,0.11106,,2018,New Hampshire,NH,2221.0,24.0,5934.0,1512.0,2097.0,36.0,1529.0,Democrat
31,8886025,273271579.0,1975376696.0,0.15326,,2018,New Jersey,NJ,15172.0,24.0,59281.0,33827.0,8116.0,1699.0,34203.0,Republican
32,2092741,6455481.0,156248219.0,0.04634,,2018,New Mexico,NM,8128.0,12.0,19697.0,6065.0,4842.0,470.0,5885.4,Republican
33,19530351,273604037.0,2237682712.0,0.12621,,2018,New York,NY,52985.0,95.0,157015.0,68080.0,31519.0,2326.0,66895.0,
34,10381615,48284926.0,190921838.0,0.25508,,2018,North Carolina,NC,14778.0,0.0,48165.564000000006,22142.9,10706.9,1194.1,22614.082774200004,
35,758080,12414962.0,105122950.0,0.12076,,2018,North Dakota,ND,1616.0,6.0,6792.0,2600.0,2574.0,257.0,2406.0,
36,11676341,132705297.0,892572158.0,0.15161,,2018,Ohio,OH,12596.379320473,3.5383603200000002,68273.30435612,34502.00529503,18584.095813256994,1263.4444661400005,34178.058041569995,Republican
37,3940235,7402506.0,238876324.0,0.03335,,2018,Oklahoma,OK,7186.0,37.0,23262.0,5044.0,10703.0,536.0,5044.0,Republican
38,4181886,50232060.0,471824598.0,0.11212,,2018,Oregon,OR,10188.613944,9.928264,40041.036713999994,8954.592509,20759.356745999998,11.270713,9810.0,
39,12800922,186411206.0,1922651013.0,0.09994,,2018,Pennsylvania,PA,29001.0,0.0,83128.0,33036.0,18868.0,0.0,31669.0,
42,1058287,35234104.0,150176253.0,0.23678,,2018,Rhode Island,RI,2977.0,60.0,8886.0,3672.0,2109.0,211.0,3684.0,
43,5084156,18127021.0,161322361.0,0.11307,,2018,South Carolina,SC,8184.0,9.0,25170.0,7804.0,8565.0,43.0,8159.0,Republican
44,878698,2749190.0,28060750.0,0.09938,,2018,South Dakota,SD,1420.0,28.0,4227.0,1548.0,1239.0,28.0,1570.0,Republican
45,6771631,37284702.0,201656203.0,0.18575,,2018,Tennessee,TN,12261.0,9.0,32840.0,14162.0,6417.0,887.0,13850.0,Republican
46,28628666,244846257.0,2299945830.0,0.10738,,2018,Texas,TX,35174.0,0.0,107720.0,54292.0,16537.0,3515.0,52285.0,
47,3153550,5956322.0,144922398.0,0.04253,,2018,Utah,UT,3809.0,20.0,14222.0,6411.0,4002.0,379.0,6321.0,
48,624358,4494875.0,65593318.0,0.07179,,2018,Vermont,VT,1914.0,0.0,5557.0,1498.0,2096.0,222.0,1457.0,Democrat
49,8501286,45821366.0,338732996.0,0.13733,,2018,Virginia,VA,10308.45988114,22.51903144,50302.24768333,20227.29398948,18804.658836120005,27.33051518,18560.8,Democrat
50,7523869,152385917.0,888270724.0,0.17447,,2018,Washington,WA,12270.0,35.0,44684.0,19357.0,11741.0,704.0,19739.0,
51,1804291,5811488.0,145086272.0,0.04178,,2018,West Virginia,WV,4314.0,13.0,17019.0,4231.0,8397.0,563.0,4166.0,Democrat
52,5807406,59311950.0,410858559.0,0.14648,,2018,Wisconsin,WI,10992.8,0.0,46991.59999999999,15857.499999999996,20141.3,0.0,15518.0,Republican
53,577601,3377809.0,57551583.0,0.06499,,2018,Wyoming,WY,926.0,4.0,4425.0,1386.0,2113.0,4.0,1198.0,Republican
0,4874486,19269160.0,187679689.0,0.10314,,2017,Alabama,AL,9738.0,0.0,25866.0,7921.0,7875.0,272.0,7918.0,Republican
1,739700,12707751.0,135451597.0,0.09708,,2017,Alaska,AK,3276.2,44.82,10031.5,5473.799999999999,1274.5,1274.82,1532.7,Independent
2,7044008,21270210.0,254509861.0,0.08368,,2017,Arizona,AZ,14927.0,0.0,42166.0,9690.0,16810.0,538.0,9486.23,
3,3001345,10296470.0,152370255.0,0.07136,,2017,Arkansas,AR,7415.9665860000005,0.0,24035.531848000002,5170.0720599999995,11391.752795,363.91,6453.900000000001,
4,39358497,399063049.0,5450595664.0,0.07724,,2017,California,CA,90689.99999999999,10.0,250899.0,114465.00000000001,42100.0,2524.0,115660.635,Democrat
5,5611885,71205610.0,509577950.0,0.14779,,2017,Colorado,CO,9484.0,0.0,36694.0,10426.0,16784.0,0.0,10493.983999999999,Democrat
6,3573297,115507506.0,679004946.0,0.17238,,2017,Connecticut,CT,6216.0,0.0,31871.8,17921.0,4042.8,487.0,17781.0,Democrat
7,956823,3741347.0,74372375.0,0.05829,,2017,Delaware,DE,2151.0,0.0,10236.0,3914.0,3694.0,218.0,3945.0,Democrat
8,20963613,30892228.0,385985176.0,0.08095,,2017,Florida,FL,25254.0,0.0,72319.0,28813.0,16598.0,2886.0,28326.0,Republican
9,10410330,17309350.0,345783088.0,0.05036,,2017,Georgia,GA,13896.0,0.0,47533.0,21019.0,11519.0,1342.0,22237.0,Republican
10,1424393,3596626.0,159570084.0,0.02602,,2017,Hawaii,HI,2563.0,49.0,13836.0,6882.0,3430.0,223.0,7083.0,
11,1717715,10924774.0,109305129.0,0.10613,,2017,Idaho,ID,2670.0,0.0,7142.0,3028.0,1444.0,180.0,3184.0,Republican
12,12778828,217158872.0,1826641671.0,0.12185,,2017,Illinois,IL,15875.202486459999,0.0,54924.08044582,26761.592961270006,11505.559773869993,107.82,31290.0,Republican
13,6658078,25182874.0,305494142.0,0.08511,,2017,Indiana,IN,12289.0,0.0,31209.0,15130.0,3790.0,0.0,14819.9,Republican
14,3141550,33186349.0,439142507.0,0.07986,,2017,Iowa,IA,6328.0,32.0,23094.0,7247.0,9506.0,390.0,6921.0,Republican
15,2908718,42733317.0,200015825.0,0.21694,,2017,Kansas,KS,3637.0,18.0,15124.4,6115.4,4958.0,295.0,6073.0,Republican
16,4452268,62412754.0,324342566.0,0.19536,,2017,Kentucky,KY,12181.655355,0.0,31659.078625,10230.092066000001,9247.331203999998,0.0,10338.9,Republican
17,4670560,25345198.0,224103578.0,0.11532,,2017,Louisiana,LA,9256.252336,27.0,27736.415984,8697.224177,9200.469587,706.0,7896.7598495,Republican
18,1334612,12823004.0,101268900.0,0.12836,,2017,Maine,ME,2536.0,21.0,8039.0,3271.0,2131.0,165.0,3366.0,Republican
19,6023868,97304747.0,539569294.0,0.18167,,2017,Maryland,MD,12034.0,20.0,40779.0,16239.0,11305.0,789.0,16197.996,
20,6859789,308427986.0,1405924016.0,0.22583,,2017,Massachusetts,MA,12462.0,124.0,54670.0,27625.0,12285.0,879.0,28635.0,
21,9973114,361706106.0,753320769.0,0.486,,2017,Michigan,MI,20871.0,9.0,54203.0,10095.0,23030.0,1196.0,10370.0,Republican
22,5566230,76878828.0,836783504.0,0.09507,,2017,Minnesota,MN,10483.795,0.0,37731.702000000005,20151.959,6217.948000000002,0.0,20890.0,Democrat
23,2988510,9207389.0,87017702.0,0.10796,,2017,Mississippi,MS,7884.0,8.1,19910.5,5671.7,5834.5,327.1,5692.93,Republican
24,2988510,9207389.0,87017702.0,0.10796,,2017,Mississippi,MS,7884.0,8.1,19910.5,5671.7,5834.5,327.1,5692.93,Republican
25,6106670,14428720.0,261290680.0,0.05829,,2017,Missouri,MO,7677.0,15.0,24628.415,9018.0,7862.0,15.0,8787.0,Democrat
26,1052482,7779200.0,112906357.0,0.07028,,2017,Montana,MT,2370.2945639399995,0.0,6384.35804725,2237.0551827500003,1777.00830056,0.0,2121.2882197599997,
27,1915947,9952666.0,73706734.0,0.13577,,2017,Nebraska,NE,2989.0,4.0,11610.0,4196.0,4425.0,343.0,4309.0,
28,2969905,54195785.0,301322863.0,0.18384,,2017,Nevada,NV,4157.700000000001,1.43,12425.2,3602.0,4558.0,384.43,3693.9,Republican
29,1348787,4968648.0,50077141.0,0.10413,,2017,New Hampshire,NH,2158.0,25.0,5775.0,1385.0,2170.0,36.0,1529.0,Democrat
30,8885525,219651870.0,1968657615.0,0.12154,,2017,New Jersey,NJ,14354.0,34.0,56540.0,33151.0,7425.0,1633.0,32956.0,Republican
31,2091784,11860038.0,194100136.0,0.06446,,2017,New Mexico,NM,7730.0,17.0,18960.0,6220.0,4536.0,355.0,5712.0,Republican
32,19589572,343676838.0,2235149616.0,0.15816,,2017,New York,NY,49476.0,90.0,150707.0,68042.0,29441.0,2037.0,68466.0,
33,10268233,52307604.0,221363445.0,0.24067,,2017,North Carolina,NC,14487.42,0.0,45941.183000000005,21205.100000000002,10030.863,1114.0,22150.704534680004,Republican
34,754942,23571760.0,171655917.0,0.13767,,2017,North Dakota,ND,1607.0,12.0,7459.0,3013.0,2832.0,216.0,2552.0,
35,11659650,102586187.0,947051179.0,0.11271,,2017,Ohio,OH,12493.318172972,4.27096719,67449.974782153,33590.873661571,18875.58336672,1188.9873740800003,33930.0,Republican
36,3931316,20570334.0,360180139.0,0.06004,,2017,Oklahoma,OK,7862.0,32.0,22719.0,5205.0,9429.0,666.0,5205.0,Republican
37,4143625,76954462.0,490172664.0,0.15906,,2017,Oregon,OR,10317.109215,0.992088,37266.737558,8992.186089,17815.104904,3.8420769999999997,8713.1,
38,12787641,208227209.0,2215021319.0,0.09486,,2017,Pennsylvania,PA,27073.0,0.0,76354.0,30128.0,18636.0,0.0,30902.0,
40,1055673,23380139.0,158386966.0,0.15177,,2017,Rhode Island,RI,2877.0,5.0,8627.0,3548.0,2080.0,140.0,3664.0,
41,5021268,18041777.0,180528795.0,0.10219,,2017,South Carolina,SC,7614.0,17.0,22948.0,7320.0,8014.0,64.0,7839.0,Republican
42,872868,1949979.0,30453160.0,0.06552,,2017,South Dakota,SD,1371.0,3.0,4172.0,1462.0,1248.0,3.0,1497.0,Republican
43,6708799,58371118.0,287311780.0,0.20829,,2017,Tennessee,TN,12567.0,10.0,32341.0,13256.0,6080.0,869.0,13285.0,Republican
44,28295273,259440249.0,2926764293.0,0.09155,,2017,Texas,TX,36683.1,0.0,110524.4,53967.6,17975.5,4303.0,50782.5,
45,3101042,12520777.0,170147312.0,0.07479,,2017,Utah,UT,3582.0,18.0,13643.0,6191.0,3870.0,282.0,5990.0,
46,624344,4666797.0,71315819.0,0.06899,,2017,Vermont,VT,1992.0,0.0,5562.0,1457.0,2022.0,212.0,1412.0,Democrat
47,8463587,46160788.0,393342051.0,0.11929,,2017,Virginia,VA,9837.997187470002,5.819466820000002,49089.91675174991,19672.1295655,18477.294683569904,17.162681470000003,18040.100000000002,Democrat
48,7423362,87114033.0,947713694.0,0.0944,,2017,Washington,WA,11807.0,35.0,41779.0,18171.0,10742.0,771.0,18579.0,
49,1817004,8919388.0,219222185.0,0.04179,,2017,West Virginia,WV,4506.0,8.0,16172.0,4195.0,7394.0,583.0,4306.0,Democrat
50,5790186,81341558.0,480477037.0,0.17284,,2017,Wisconsin,WI,10759.359999999999,0.0,45730.26,15341.0,19629.9,0.0,15098.0,Republican
51,578931,9931085.0,111768290.0,0.09182,,2017,Wyoming,WY,784.0,33.0,4102.0,1881.0,1437.0,33.0,1001.0,Republican
0,4863525,12469708.0,203285637.0,0.06533,,2016,Alabama,AL,9385.0,0.0,25187.0,7649.0,7480.0,383.0,7900.0,Republican
1,741456,12975040.0,125269534.0,0.10528,,2016,Alaska,AK,2944.721213,47.253433,13436.356530999998,5981.762258999999,4337.414058999997,1118.9349130000003,2256.5,Independent
2,6941072,20353647.0,264569022.0,0.07784,,2016,Arizona,AZ,13156.0,0.0,39287.0,9269.0,16756.0,666.0,9581.931,Republican
3,2989918,22544479.0,223389486.0,0.10651,,2016,Arkansas,AR,7095.1,11.0,23804.699999999997,5061.299999999999,11477.7,503.0,6470.700000000001,Democrat
4,39167117,361768920.0,5263022268.0,0.07604,,2016,California,CA,90049.0,49.0,250344.0,113448.0,41702.0,2832.0,111789.0,Democrat
5,5539215,63535315.0,520918106.0,0.13044,,2016,Colorado,CO,8761.0,2.0,34439.0,9553.0,16125.0,3.0,10323.0,Democrat
6,5539215,63535315.0,520918106.0,0.13044,,2016,Colorado,CO,8761.0,2.0,34439.0,9553.0,16125.0,3.0,10323.0,Democrat
7,3578141,68504012.0,635355050.0,0.1094,,2016,Connecticut,CT,5919.0,0.0,30214.7,17419.0,3900.7,434.0,17282.0,Democrat
8,3578141,68504012.0,635355050.0,0.1094,,2016,Connecticut,CT,5919.0,0.0,30214.7,17419.0,3900.7,434.0,17282.0,Democrat
9,948921,6486501.0,76535732.0,0.08841,,2016,Delaware,DE,2063.0,0.0,9769.0,3832.0,3523.0,233.0,3731.0,Democrat
10,20613477,18461008.0,321004603.0,0.05805,,2016,Florida,FL,23888.0,0.0,71043.0,27600.0,17894.0,2537.0,27681.0,Republican
11,20613477,18461008.0,321004603.0,0.05805,,2016,Florida,FL,23888.0,0.0,71043.0,27600.0,17894.0,2537.0,27681.0,Republican
12,10301890,19049444.0,404486893.0,0.0471,,2016,Georgia,GA,13329.0,0.0,45009.0,19722.0,11080.0,735.0,20435.0,Republican
13,10301890,19049444.0,404486893.0,0.0471,,2016,Georgia,GA,13329.0,0.0,45009.0,19722.0,11080.0,735.0,20435.0,Republican
14,1427559,6066147.0,144603400.0,0.04332,,2016,Hawaii,HI,2257.0,47.0,12873.0,6413.0,3434.0,283.0,6577.0,
15,1682380,13702421.0,107477846.0,0.12939,,2016,Idaho,ID,2661.6,0.0,7043.6,2864.0,1518.0,226.7,3057.0,Republican
16,12820527,196200949.0,1732520589.0,0.11572,,2016,Illinois,IL,14365.49937316,0.0,64943.412708769996,28901.852754829997,19194.96058078,101.0,32560.0,Republican
17,12820527,196200949.0,1732520589.0,0.11572,,2016,Illinois,IL,14365.49937316,0.0,64943.412708769996,28901.852754829997,19194.96058078,101.0,32560.0,Democrat
18,6634304,31305126.0,325663975.0,0.09743,,2016,Indiana,IN,10305.0,0.0,29342.0,15346.0,3691.0,0.0,14898.300000000001,Republican
19,3131371,34611108.0,414945101.0,0.08536,,2016,Iowa,IA,6295.0,25.0,22205.0,7050.0,8832.0,365.0,6820.0,Republican
20,2910844,26613163.0,210677535.0,0.12803,,2016,Kansas,KS,3959.8,17.0,15089.400000000001,6237.6,4511.0,262.0,5929.0,Republican
21,2910844,26613163.0,210677535.0,0.12803,,2016,Kansas,KS,3959.8,17.0,15089.400000000001,6237.6,4511.0,262.0,5929.0,Republican
22,4438182,43636399.0,335067448.0,0.13303,,2016,Kentucky,KY,11827.0,0.0,30811.0,10046.0,8938.0,0.0,9967.0,Republican
23,4438182,43636399.0,335067448.0,0.13303,,2016,Kentucky,KY,11827.0,0.0,30811.0,10046.0,8938.0,0.0,9967.0,Democrat
24,4678135,17754307.0,200003344.0,0.09025,,2016,Louisiana,LA,8762.251803,73.0,27753.855650999998,8714.990337,9613.713,652.0,8409.206121103603,Republican
25,1331317,12086203.0,114393341.0,0.10962,,2016,Maine,ME,2421.0,8.0,7729.0,3165.0,2028.0,157.0,3074.0,Republican
26,6003323,117934572.0,561360904.0,0.21063,,2016,Maryland,MD,11916.872684,6.0,39990.88860400001,15902.0,10925.015920000002,811.84544,15922.562999999998,Democrat
27,6823608,158634291.0,1316263683.0,0.12461,,2016,Massachusetts,MA,10014.0,0.0,58349.0,28583.0,16315.0,0.0,22906.0,Democrat
28,9950571,217802445.0,749777646.0,0.2948,,2016,Michigan,MI,20717.0,14.0,53183.0,9649.0,22508.0,1364.0,10345.0,Republican
29,5522744,64712559.0,794943268.0,0.0849,,2016,Minnesota,MN,9888.0,0.0,35791.48,20292.843,4843.637000000002,0.0,20339.0,Democrat
30,2987938,7587507.0,92221804.0,0.08232,,2016,Mississippi,MS,7753.4,9.0,19828.4,5453.700000000001,5578.599999999999,324.0,5403.0,Republican
31,6087135,22839358.0,306713657.0,0.07541,,2016,Missouri,MO,7495.12,26.0,24097.77,8771.65,7830.0,26.0,8709.0,Democrat
32,1040859,4363029.0,105478456.0,0.04383,,2016,Montana,MT,2189.0,0.0,6383.0,2138.0,2056.0,0.0,2199.6,
33,1905616,12613746.0,79718038.0,0.16004,,2016,Nebraska,NE,2922.7,3.4,10980.099999999999,4030.1,4027.3,324.5,4305.1,Republican
34,2917563,64036966.0,329839411.0,0.1979,,2016,Nevada,NV,3795.4,1.3,11686.59,3400.0,4413.0,243.3,3296.9,Republican
35,1342307,4006518.0,56650053.0,0.07725,,2016,New Hampshire,NH,1935.0,21.0,5452.0,1258.0,2201.0,35.0,1398.0,Democrat
36,8870827,217835964.0,2003669773.0,0.12424,,2016,New Jersey,NJ,16079.0,52.0,57028.0,32261.0,7100.0,1698.0,33186.0,Republican
37,2091630,13691996.0,182926549.0,0.07883,,2016,New Mexico,NM,6580.0,20.0,17100.0,6139.0,4376.0,491.0,6235.6,Republican
38,19633428,175542753.0,1864117265.0,0.09843,,2016,New York,NY,45743.0,102.0,143891.0,62856.0,31768.0,1826.0,64884.0,
39,10154788,49637508.0,260991510.0,0.19144,,2016,North Carolina,NC,13159.33,0.0,43796.29,20666.199999999997,9869.96,1183.0,21448.0,Republican
40,754434,34000759.0,188147404.0,0.18262,,2016,North Dakota,ND,1713.0,6.0,7923.0,3338.0,2853.0,252.0,2875.0,
41,11634370,72318433.0,943735088.0,0.08197,,2016,Ohio,OH,13993.965,9.8,65096.458,30831.417999999998,17762.074999999997,1179.5,31473.088,Republican
42,3926331,10652221.0,374922126.0,0.03147,,2016,Oklahoma,OK,7372.0,35.0,22388.0,6822.0,8018.0,700.0,5727.0,Republican
43,4089976,63992596.0,501980656.0,0.13489,,2016,Oregon,OR,10023.081955,7.21308195,37338.32605824,7453.407035,19732.459952,10.14044095,8418.3,Democrat
44,12782275,193987085.0,2283144045.0,0.0884,,2016,Pennsylvania,PA,25325.0,0.0,72904.0,29152.0,17596.0,0.0,30593.0,Republican
46,1056770,26275959.0,153468529.0,0.17373,,2016,Rhode Island,RI,2895.0,4.0,8483.0,3454.0,2044.0,124.0,3641.0,Democrat
47,4957968,23468449.0,180824250.0,0.13132,,2016,South Carolina,SC,7715.0,6.0,22615.0,6969.0,7931.0,7.0,7513.0,Republican
48,862996,2006231.0,25763501.0,0.07896,,2016,South Dakota,SD,1356.0,36.0,3991.0,1387.0,1188.0,36.0,1418.0,Republican
49,6646010,73666919.0,256522367.0,0.28791,,2016,Tennessee,TN,12052.0,2.0,30840.0,12837.0,5867.0,876.0,12496.0,Republican
50,27914410,343849597.0,2842353950.0,0.12259,,2016,Texas,TX,42237.0,0.0,112598.255,49416.0,19311.0,2856.0,52643.0,Republican
51,3041868,9465887.0,167254298.0,0.05825,,2016,Utah,UT,3497.0,19.0,12866.0,5749.0,3620.0,296.0,5805.0,
52,623657,4140478.0,69585387.0,0.06401,,2016,Vermont,VT,1939.0,0.0,5433.0,1421.0,1975.0,224.0,1381.0,Democrat
53,8410106,24494473.0,398777300.0,0.06397,,2016,Virginia,VA,9705.93,6.029999999999999,47051.8,18598.399999999998,17658.270000000004,9.1,17735.6,Democrat
54,7294771,141395149.0,959974756.0,0.14907,,2016,Washington,WA,11501.0,31.0,40082.0,16671.0,10428.0,801.0,17283.0,
55,1831023,8891545.0,242941438.0,0.04098,,2016,West Virginia,WV,4306.0,30.0,15948.0,4237.0,7328.0,484.0,4254.0,Democrat
56,5772628,102020052.0,536350070.0,0.19522,,2016,Wisconsin,WI,11063.199999999999,0.0,46083.09999999999,15333.899999999998,19685.999999999996,0.0,14541.0,Republican
57,584215,12670234.0,103089937.0,0.12349,,2016,Wyoming,WY,978.0,0.0,5116.0,1881.0,2257.0,62.0,1509.0,Republican
